[28/15000][epoch 3] Loss_D: -15.426470; Loss_G: 6.455940; Batch time: 1.095376s; Full time: 0.011142h
[29/15000][epoch 3] Loss_D: -16.674219; Loss_G: 9.567272; Batch time: 1.093782s; Full time: 0.011446h
[30/15000][epoch 3] Loss_D: -16.528248; Loss_G: -0.652647; Batch time: 1.094029s; Full time: 0.011818h
[31/15000][epoch 3] Loss_D: -17.767965; Loss_G: -2.532715; Batch time: 1.094975s; Full time: 0.012122h
[32/15000][epoch 3] Loss_D: -16.784119; Loss_G: -3.530148; Batch time: 1.095017s; Full time: 0.012427h
[33/15000][epoch 4] Loss_D: -17.613838; Loss_G: 1.489014; Batch time: 1.134389s; Full time: 0.012742h
[34/15000][epoch 4] Loss_D: -18.704323; Loss_G: -3.669536; Batch time: 1.109688s; Full time: 0.013050h
[35/15000][epoch 4] Loss_D: -18.197506; Loss_G: 8.616298; Batch time: 1.107257s; Full time: 0.013358h
[36/15000][epoch 4] Loss_D: -17.264715; Loss_G: -3.438521; Batch time: 1.099299s; Full time: 0.013663h
[37/15000][epoch 4] Loss_D: -19.002987; Loss_G: -1.395218; Batch time: 1.103861s; Full time: 0.013970h
[38/15000][epoch 4] Loss_D: -16.931156; Loss_G: -1.371158; Batch time: 1.113627s; Full time: 0.014279h
[39/15000][epoch 4] Loss_D: -17.884275; Loss_G: -0.245061; Batch time: 1.099702s; Full time: 0.014585h
[40/15000][epoch 4] Loss_D: -19.145729; Loss_G: 6.273922; Batch time: 1.110525s; Full time: 0.014969h
[41/15000][epoch 4] Loss_D: -18.115072; Loss_G: -9.429381; Batch time: 1.041636s; Full time: 0.015258h
[42/15000][epoch 5] Loss_D: -19.368576; Loss_G: 6.126349; Batch time: 1.182718s; Full time: 0.015587h
[43/15000][epoch 5] Loss_D: -18.428141; Loss_G: -2.492090; Batch time: 1.106547s; Full time: 0.015894h
[44/15000][epoch 5] Loss_D: -18.651457; Loss_G: -0.655717; Batch time: 1.107354s; Full time: 0.016202h
[45/15000][epoch 5] Loss_D: -19.252150; Loss_G: 5.587976; Batch time: 1.099276s; Full time: 0.016507h
